Nama Kampus,Sinta score
Politeknik Kelapa Sawit Citra Widya Edukasi,753
Sekolah Tinggi Ilmu Kesehatan Columbia Asia,753
STAI Nahdlatul Wathan Samawa Sumbawa Besar NTB,753
Sekolah Tinggi Ilmu Ekonomi Mulia Pratama,751
Politeknik Seruyan,751
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Muhammadiyah OKU Timur,749
Institut Agama Islam Al-Muhammad Cepu,748
Sekolah Tinggi Teologi HKBP,746
Sekolah Tinggi Agama Islam Al-Kifayah Riau,742
Badan Pengawas Obat dan Makanan,738
Institut Teknologi dan Bisnis Sabda Setia,736
Institut Agama Islam Al-Qodiri Jember,735
Sekolah Tinggi Islam Blambangan Banyuwangi,734
Disable -- STKIP Weetebula,734
Universitas Muhammadiyah Sampit,732
STKIP Kristen Wamena,732
Badan Informasi Geospasial,732
--disable--Sekolah Tinggi Teknologi Bandung,728
Institut Pesantren Mathaliul Falah Pati Jawa Tengah,726
Politeknik Industri Logam Morowali,724
Akademi Informatika Dan Komputer Medicom,723
Sekolah Tinggi Teologi Sola Gratia Indonesia,722
Universitas Lumajang,721
Sekolah Tinggi Ilmu Pertanian Amuntai,718
Akademi Analis Kesehatan Delima Husada Gresik,717
Politeknik Energi dan Pertambangan Bandung,713
Disable -- Universitas Perintis Indonesia,712
Sekolah Tinggi Hukum Galunggung,711
Universitas Pat Petulai,708
Sekolah Tinggi Hukum Galunggung,711
Universitas Pat Petulai,708
Universitas Bahaudin Mudhary Madura,706
Institut Bisnis dan Multimedia Asmi Jakarta,703
Institut Agama Islam Tarbiyatut Tholabah Lamongan Jawa Timur,700
Institut  Sains dan Teknologi Nahdlatul Ulama Bali,699
Sekolah Tinggi Ilmu Kesehatan YKY Yogyakarta,695
Akademi Keperawatan Yaspen Jakarta,694
STKPK  Bina Insan,693
Institut Agama Islam Riyadlotul Mujahidin Ngabar (IAIRM) Ponorogo,692
Sekolah Tinggi Ilmu Ekonomi Jaya Negara Tamansiswa,687
Politeknik Gorontalo,687
STEI Iqra Annisa Pekanbaru,686
Universitas Kristen Cipta Wacana,685
Sekolah Tinggi Ilmu Ekonomi Sampit,685
Institut Agama Islam (IAI) Syarifuddin Wonorejo Lumajang,682
SEKOLAH TINGGI ILMU EKONOMI IBEK Pangkalpinang Bangka,681
Universitas Sains Islam Al Mawaddah Warrahmah Kolaka,681
Institut Teknologi Bisnis dan Kesehatan Bhakti Putra Bangsa Indonesia,680
Universitas Soerjo,680
STP Don Bosco Tomohon,680
STMIK Hasan Sulur,680
Politeknik Amamapare,680
Institut Agama Islam Al-Qur'an Al-Ittifaqiah Indralaya,677
"STAI Pelabuhan Ratu, Sukabumi",675
Sekolah Tinggi Manajemen Labora,674
STMIK PPKIA Tarakanita Rahmawati Tarakan,674
STIKES Ranah Minang,671
STIKES Bina Generasi Polewali Mandar,668
Sekolah Tinggi Analis Kimia Cilegon,667
Sekolah Tinggi Bahasa Asing Pontianak,661
Sekolah Tinggi Ilmu Ekonomi Isti Ekatana Upaweda,660
Institut Daarul Qur'an Jakarta,659
Sekolah Tinggi Islam Al-Mukmin Ngruki Cemani Sukoharjo,659
Sekolah Tinggi Agama Kristen Anak Bangsa,657
Sekolah Tinggi Teologi Baptis Medan,655
Sekolah Tinggi Pariwisata Sahid Surakarta,655
STIKES Bina Generasi Polewali Mandar,653
Sekolah Tinggi Ekonomi Islam Kanjeng Sepuh Gresik Jawa Timur,653
Sekolah Tinggi Ilmu Kesehatan Jayapura,651
Sekolah Tinggi Ekonomi Islam Kanjeng Sepuh Gresik Jawa Timur,653
Sekolah Tinggi Ilmu Kesehatan Jayapura,651
Sekolah Tinggi Teologi Khatulistiwa Sintang,650
STIKES Payung Negeri Aceh Darussalam,649
Sekolah Tinggi Teologi Widya Agape,648
Sekolah Tinggi Ilmu Kesehatan Yapika,648
STMIK Widya Utama,648
Sekolah Tinggi Ilmu Administrasi YAPPI,648
STIT Diniyyah Puteri Rahmah El-Yunusiyyah Kota Padang Panjang,647
Institut Agama Islam Sultan Muhammad Syafiuddin Sambas,646
Akademi Keperawatan Husada Karya Jaya,643
STMIK Catur Sakti Kendari,639
STMIK Himsya,638
Institut Turatea Indonesia,636
Sekolah Tinggi Ilmu Syariah Nurul Qarnain,634
STMIK DCI,632
STIKES Kapuas Raya,631
Sekolah Tinggi Ilmu Ekonomi Yasa Anggana Garut,628
Akademi Pariwisata Denpasar,626
Politeknik Pelayaran Sulawesi Utara,624
Sekolah Tinggi Ilmu Pertanian Wuna Raha,624
Sekolah Tinggi Ilmu Kesehatan Mayapada,622
STKIP Surya,621
Ikatan Ilmuwan Internasional Gambia,620
Universitas Salakanagara,619
STAI Al-Aulia Bogor,619
Sekolah Tinggi Teologi Reformed Injili Internasional,619
Badan Penelitian dan Pengembangan Provinsi Jawa Timur,617
Politeknik Indonesia,615
STIKES Muhammadiyah Bojonegoro,615
Universitas Mitra Karya,614
Politeknik Muhammadiyah Magelang,614
Institut Teknologi dan Bisnis Muhammadiyah Purbalingga,614
Universitas Nurul Hasanah Kutacane,614
Sekolah Tinggi Manajemen Transportasi Malahayati,613
Universitas Satya Wiyata Mandala,611
Sekolah Tinggi Islam Kendal (STIK),609
STAI ALHIKMAH Jakarta Selatan,609
Politeknik Sampit,608
"Sekolah Tinggi Teologi Bethel The Way, Jakarta",608
Akademi Kebidanan Saleha,607
Sekolah Tinggi Agama Islam Al-Hidayah Bogor,607
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Nahdlatul Ulama Tegal,606
STAI Siliwangi Garut,605
Badan Penelitian dan Pengembangan Kementerian Pekerjaan Umum dan Perumahan Rakyat Indonesia,605
Universitas Kartamulia Purwakarta,605
Institut Agama Islam Muhammad Azim Jambi,603
STMIK IM,600
STKIP Gotong Royong Masohi,600
Sekolah Tinggi Ilmu Ekonomi Gempol,598
Sekolah Tinggi Teknologi Cipasung,597
Institut Maritim Prasetiya Mandiri,596
Politeknik Kesehatan TNI AU Ciumbuleuit,596
Kementerian Komunikasi dan Informatika,595
Universitas Moch Sroedji Jember,592
Sekolah Tinggi Perikanan Sibolga,589
Sekolah Tinggi Agama Islam Miftahul Ula,589
STIKES Bhakti Husada Bengkulu,587
STIT At-Taqwa Ciparay Bandung,582
STIE Saint Theresa,580
STAI Al-Muhajirin Purwakarta,576
Institut Agama Islam Qomarul Huda Bagu Paringgata Lombok Tengah,576
STIKES Siti Hajar,575
Sekolah Tinggi Ilmu Kesehatan Sentral,575
STT ARASTAMAR WAMENA,572
Sekolah Tinggi Theologi Jaffray Jakarta,572
Sekolah Tinggi Teologi Duta Panisal Jember,569
ASMI Citra Nusantara,569
Sekolah Tinggi Ilmu Hukum Graha Kirana,569
Sekolah Tinggi Teknik Baramuli,569
ASMI Citra Nusantara,569
Sekolah Tinggi Ilmu Hukum Graha Kirana,569
Sekolah Tinggi Agama Islam Darussalam Kunir,568
Sekolah Tinggi Ilmu Ekonomi Makassar Maju,568
Sekolah Tinggi Ilmu Pertanian Mujahidin Toli-toli,568
Institut Teknologi Calvin,568
STAI YPBWI Surabaya,567
Sekolah Tinggi Ekonomi dan Bisnis Islam Lampung,567
Sekolah Tinggi Ilmu Administrasi Lppn,564
Institut Teknologi Tangerang Selatan,564
Politeknik Akbara,562
--disable--Institut Teknologi Sains dan Kesehatan Sugeng Hartono,562
"STAI Solok Nan Indah, Kota Padang",561
AMIK Parbina Nusantara,559
Sekolah Tinggi Ilmu Ekonomi Jambi,559
Institut Teknologi dan Bisnis Adias,559
Universitas Nagoya Indonesia,559
Sekolah Tinggi Teknologi Indonesia Tanjung Pinang,558
Sekolah Tinggi Ilmu Ekonomi Indonesia Pontianak,558
Universitas Muhammadiyah Berau,558
Sekolah Tinggi Ilmu Kesehatan Graha Mandiri Cilacap,555
STIKES Bhakti Pertiwi Luwu Raya,554
Sekolah Tinggi Agama Islam At-Tahdzib Jombang,554
Universitas Muhammadiyah Barru,548
Sekolah Tinggi Ilmu Kesehatan Griya Husada Surabaya,548
Disable -- Akademi Kebidanan Jember,548
AMIK Citra Buana Indonesia,547
Politeknik Balekambang Jepara,547
Institut Agama Islam Darul A'mal Lampung,544
Sekolah Tinggi Ilmu Ekonom Syari'ah Mitra Karya Bekasi Jawa Barat,544
Disable -- Akademi Kesehatan Bintang Persada,543
Sekolah Tinggi Ilmu Ekonomi Tribuana,542
Politeknik Assalaam Surakarta,541
Universitas Siber Muhammadiyah,537
Politeknik Gajah Tunggal,537
Institut Keislaman Tuah Negeri,537
Sekolah Tinggi Ilmu Ekonomi Nusantara Makassar,536
Sekolah Tinggi Ilmu Administrasi Malang,536
Universitas Bestari,535
Sekolah Tinggi Agama Kristen Teruna Bhakti,534
Sekolah Tinggi Ilmu Hukum Sultan Adam,534
Sekolah Tinggi Teologi Arrabona Bogor,534
STAI Riyadhul Jannah Subang,533
Sekolah Tinggi Ilmu Administrasi Said Perintah,533
Sekolah Tinggi Ilmu Ekonomi Dr Kh Ez Mutaqien,531
STMIK Likmi,527
Disable -- STIKes Muhammadiyah Kuningan,525
STMIK El Rahma,524
Sekolah Tinggi Teologi Injil Arastamar Ngabang,523
STMIK Kuwera,522
STKIP Muhammadiyah Aceh Barat Daya,521
Akademi Teknik Adikarya,520
Politeknik Prasetiya Mandiri,519
Akademi Keperawatan Justitia,517
Sekolah Tinggi Ilmu Syariah (STIS) Dayah AMAL,517
Universitas Islam KH. Ruhiat Cipasung,517
Universitas Nani Bili Nusantara,517
STT Internasional Harvest Tangerang,516
Universitas Wahidiyah,513
Institut Agama Islam Tasikmalaya,511
Sekolah Tinggi Teologi Aletheia,510
Sekolah Tinggi Ilmu Al-Qur'an As-Syifa,508
Institut Teknologi Bisnis Riau,507
Politeknik Bisnis Kaltara,506
Institut Kesehatan dan Bisnis Annisa,506
Universitas Satyagama,505
Sekolah Tinggi Ilmu Tarbiyah Az Zahra Tasikmalaya,504
STIKES Andini Persada,503
"STIT Hamzah Al-Fansuri Sibolga Barus (STIT HASIBA) Tapanuli Tengah, Sumatera Uta",503
Sekolah Tinggi Ilmu Kesehatan Abdi Persada Banjarmasin,503
STIKES Bhakti Al-Qodiri,503
Sekolah Tinggi Teologi SAAT,502
STIKES IST Buton,502
Sekolah Tinggi Ilmu Hukum Persada Bunda,501
Sekolah Tinggi Keguruan dan Ilmu Pendidikan PGRI Papua,499
Politeknik Kesehatan Genesis Medicare,498
Sekolah Tinggi Ilmu Manajemen Indonesia Samarinda,498
Sekolah Tinggi Teologi Injili Abdi Allah,498
Akademi Keperawatan Keris Husada,497
Politeknik Sains & Teknologi Wiratama Maluku Utara,496
Sekolah Tinggi Ilmu Hukum Biak-Papua,496
Politeknik Cendrawasih Palu,492
--disable--Politeknik Harapan Bangsa Surakarta,491
Sekolah Tinggi Agama Kristen Arastamar Grimenawa Jayapura,490
STMIK Kreatindo Manokwari,490
Sekolah Tinggi Ilmu Ekonomi IBMT,490
Politeknik Katolik Mangunwijaya,489
Sekolah Tinggi Ilmu Ekonomi Ppi,489
Politeknik Lingga,487
Institut Bisnis dan Keuangan NITRO,487
Politeknik Kotabaru,486
STIT Muhammadiyah Tempurejo Ngawi,486
Universitas Nusantara Manado,486
Sekolah Tinggi Ilmu Ekonomi Darul Falah Mojokerto,485
Sekolah Tinggi Ilmu Ekonomi Dharma Putra Semarang,483
Sekolah Tinggi Ilmu Kesehatan Tana Toraja,483
Akademi Digital Bandung,482
Sekolah Tinggi Ilmu Al Quran Wali Songo Situbondo,481
STAI Yayasan Tarbiyah Islamiyah (YASTIS) Lubuk Bagalung Padang,480
Akademi Komunitas Perkebunan Yogyakarta,479
Akademi Digital Bandung,482
Sekolah Tinggi Ilmu Al Quran Wali Songo Situbondo,481
STAI Yayasan Tarbiyah Islamiyah (YASTIS) Lubuk Bagalung Padang,480
Akademi Komunitas Perkebunan Yogyakarta,479
STIKES Bakti Nusantara Gorontalo,478
STAI Auliaurrasyidin,477
Universitas Muhammadiyah Banten,477
Universitas Ibnu Chaldun,476
Sekolah Tinggi Ilmu Ekonomi Trisna Negara,475
Sekolah Tinggi Ilmu Kesehatan William Booth,474
Politeknik Bisnis Digital Indonesia,473
Institut Agama Islam Diniyyah Pekanbaru,472
"STAI Al-Azhary Cianjur, Jawa Barat",471
Institut Rahmaniyah Sekayu,471
Sekolah Tinggi Ilmu Ekonomi Tuah Negeri,471
Institut Teknologi Petroleum Balongan,471
Institut Teknologi dan Bisnis Muhammadiyah Wakatobi,470
Institut Agama Islam Abuya Salek Sarolangun,469
Institut Agama Islam Muhammadiyah Kotamobagu,469
Sekolah Tinggi Ilmu Ekonomi Banten,469
Universitas Doktor Husni Ingratubun Tual,468
Sekolah Tinggi Teknik Malang,466
Sekolah Tinggi Ekonomi dan Perbankan Islam Mr. Sjafruddin Prawiranegara,465
Universitas Pembangunan Indonesia,465
Sekolah Tinggi Hukum Pasundan,464
Sekolah Tinggi Teologi Tabgha Batam,464
Universitas Lintas Internasional Indonesia,464
"STAI DDI Pinrang, Sulawesi Selatan",462
Institut Agama Islam Nusantara Batang Hari,461
Akademi Keuangan Perbankan Nusantara,461
Politeknik Ganesha Guru,461
Sekolah Tinggi Teologi Injili Indonesia Samarinda,459
Universitas Nusa Lontar Rote,459
Institut Agama Islam (IAI) Al-Khoziny,459
STIA Nusantara Sakti Sungai Penuh,459
STAI An Najah Indonesia Mandiri Sidoarjo,457
Sekolah Tinggi Ilmu Manajemen dan Ilmu Komputer ESQ,457
Akademi Kesehatan Sinar Kasih Toraja,456
Sekolah Tinggi Teologi Pelita Kebenaran,456
Universitas Jakarta,451
Disable -- Universitas Kusuma Husada Surakarta,448
STT Sangkakala Jakarta,447
Universitas Islam Mulia Yogyakarta,447
Sekolah Tinggi Ilmu Administrasi Mataram,446
Politeknik Yakpermas Banyumas,446
Akademi Kebidanan Harapan Keluarga,446
Politeknik Kesehatan Megarezky,444
STKIP Ahlussunnah,443
STMIK Methodist Binjai,443
STMIK Adhi Guna,443
STKIP Ahlussunnah,443
Sekolah Tinggi Ilmu Kesehatan Datu Kamanre,443
STMIK Adhi Guna,443
STIKES Darussalam Lhokseumawe,442
STT STAR'S LUB LUWUK BANGGAI,441
STKIP Babunnajah Pandeglang,441
Sekolah Tinggi Teologi Reformed Indonesia,441
STT Pokok Anggur Jakarta,441
--disable--STKIP Yasika,441
Badan Tenaga Nuklir Nasional,440
Institut Az Zuhra,437
STAI Syekh Abdur Rauf Singkil,437
STIKS Tamalanrea Makassar,435
STAI Syekh Manshur Pandeglang,434
Universitas Nahdlatul Ulama Maluku Utara,433
Politeknik Kesehatan TNI AU Adisutjipto,432
Akademi Keperawatan Bunda Delima,431
Sekolah Tinggi Ilmu Tarbiyah Madani Yogyakarta,429
Sekolah Tinggi Agama Buddha Dharma Widya,428
Sekolah Tinggi Teologi Sumatera Utara,427
Politeknik Piksi Input Serang,426
Institut Agama Islam (IAI) Al-Qolam,425
Akademi Komunitas Dharma Bhakti Bangka,425
Mahkamah Konstitusi Republik Indonesia,424
STIT Al-Marhalah Al-`Ulya Bekasi,423
Sekolah Tinggi Agama Kristen Marturia Yogyakarta,423
--disable--Institut Pesantren KH. Abdul Chalim Pacet Mojokerto,423
Sekolah Tinggi Teologi Pontianak,419
STAI Imam Syafi`i Cianjur,418
Akademi Kebidanan Prima Husada,418
STAI Imam Syafi`i Cianjur,418
Akademi Kebidanan Prima Husada,418
Universitas Doktor Nugroho Magetan,417
Sekolah Tinggi Ilmu Manajemen Kupang,415
Akademi Keperawatan RS Marthen Indey,414
--disable--Institut Pesantren KH. Abdul Chalim Pacet Mojokerto,413
STIE Bakti Bangsa,412
STPKat St. Fransiskus Asisi,412
Universitas Dumoga Kotamobagu,412
Sekolah Tinggi Ilmu Ekonomi Karya,412
Sekolah Tinggi Ilmu Kesehatan Jabal Ghafur,405
Akademi Pariwisata NHI Bandung,404
Institut Seni Budaya Indonesia Tanah Papua,404
Sekolah Tinggi Ilmu Kesehatan Baitul Hikmah,403
Universitas Islam Nusantara Al-Azhaar Lubuklinggau,403
STKIP Darussalam Cilacap,402
Sekolah Tinggi Ilmu Ekonomi Petra,402
--disable--Institut Agama Islam Ma'arif NU (IAIMNU) Metro Lampung,400
Sekolah Tinggi Ilmu Ekonomi Gema Widya Bangsa,399
Institut Pembina Rohani Islam Jakarta (IPRIJA),398
Sekolah Tinggi Teologi Abdi Sabda Medan,398
STKIP Hermon Timika,397
Sekolah Tinggi Ilmu Ushuluddin Wadi Mubarak Bogor Jawa Barat,397
Institut Studi Islam Fahmina (ISIF),396
Politeknik Masamy Internasional,395
Akademi Keperawatan Pemerintah Kabupaten Ngawi,394
Universitas Taruna Bakti,393
Sekolah Tinggi Theologia Nazarene Indonesia,391
Sekolah Tinggi Ilmu Kesehatan Bethesda Tomohon,391
Institute Of Computer Science,390
Sekolah Tinggi Ilmu Tarbiyah Hidayatullah Batam Kepulauan Riau,387
Sekolah Tinggi Ilmu Kesehatan Indah Medan,387
STT Gereja Injili di Indonesia,386
Sekolah Tinggi Agama Islam Al-Amin Dompu,386
STITEK Dharma Yadi Makassar,385
Institut Pembina Rohani Islam Jakarta (IPRIJA),382
Sekolah Tinggi Teknologi Nasional,380
"STAI Yogyakarta Wonosari, Gunung Kidul",379
STMIK Antar Bangsa,379
Politeknik Jakarta Internasional,379
STAI Publisistik Thawalib Jakarta,378
Sekolah Tinggi Pendidikan Agama Kristen (STIPAK) Malang,378
Sekolah Tinggi Ilmu Kesehatan Tujuh Belas,378
Sekolah Tinggi Ilmu Ekonomi Wibawa Karta Raharja,377
STAI Luqman Al-Hakim (STAIL) Surabaya,375
Sekolah Tinggi Agama Islam Mulia Astuti Wonogiri Jawa Tengah,375
Sekolah Tinggi Bahasa Asing LIA Yogyakarta,375
Akademi Terapi Wicara Jakarta,372
AMIK Jakarta Teknologi Cipta,371
"Badan Pendidikan, Penelitian dan Penyuluhan Sosial  Kementerian Sosial",371
Sekolah Tinggi Manajemen Pariwisata dan Logistik Lentera Mondial,370
Sekolah Tinggi Ilmu Pertanian Sriwigama,370
Institut Budi Utomo Nasional,370
STAI Nida El Adabi Parung Panjang Bogor,369
STAI Madinatun Najah,368
Akademi Maritim Belawan,368
Sekolah Tinggi Ilmu Ekonomi Atma Bhakti,367
Sekolah Tinggi Ilmu Ekonomi Riau,364
Sekolah Tinggi Ilmu Kesehatan As Syifa,364
Disable -- STMIK Dumai,363
"Institut Agama Islam Daar Al-Ulum (IAIDU) Asahan, Sumatera Utara",363
"STAI Pengembangan Ilmu Al-Qur`an (STAIPIQ), Kota Padang, Sumatera Barat",362
Universitas Pawyatan Daha,361
Akademi Pariwisata Paramitha Bukittinggi,361
Akademi Peternakan Brahmaputra,361
STAI At-Taqwa Bondowoso Jawa Timur,361
Akademi Refraksi Optisi dan Optometry Gapopin,361
Sekolah Tinggi Agama Islam Sabilul Muttaqin Mojokerto,361
"STAI Tebing Tinggi Deli, Sumatera Utara",360
Sekolah Tinggi Teologi Pelita Bangsa,360
Sekolah Tinggi Agama Islam Al-Bahjah Cirebon,358
Akademi Keperawatan Kesdam Iskandar Muda Lhokseumawe,356
STIA & Pemerintahan Annisa Dwi Salfarizi,356
Sekolah Tinggi Ilmu Kesehatan Semarang,354
"STAI Al-Haudl Ketapang, Kalimantan Barat",353
Akademi Ketatalaksanaan Pelayaran Niaga Bahtera,353
STAI Sufyan Tsauri Majenang,353
STT Banua Niha Keriso Protestan Sundermann Nias,350
Lembaga Layanan Pendidikan Tinggi Wilayah X,350
--disable--Institut Pendidikan dan Bahasa Invada,350
STITNU Sakinah Dharmasraya,349
Sekolah Tinggi Agama Islam Imam Asy Syafii Pekanbaru,349
Sekolah Tinggi Ilmu Hukum Manokwari,348
STAI Nurul Huda Kapongan Situbondo,347
Politeknik Pelayaran Sumatera Barat,346
Akademi Kebidanan Langkat,344
Sekolah Tinggi Teknik Pati,343
Universitas Tridharma,343
Universitas Sragen,342
Sekolah Tinggi Ilmu Kesehatan Panca Bhakti Pontianak,342
STMIK Pranata Indonesia,341
STMIK Indonesia Banjarmasin,341
"Institut Penelitian Matematika, Komputer, Keperawatan, Pendidikan dan Ekonomi",340
Lembaga Layanan Pendidikan Tinggi Wilayah X,340
"Sekolah TInggi Agama Islam (STAI) Al-Falah Cicalengka, Bandung.",339
STAI Al-Musdariyah Cimahi,338
Badan Pengkajian dan Penerapan Teknologi,337
Institut Teknologi dan Bisnis Muhammadiyah Bali,333
Sekolah Tinggi Ilmu Tarbiyah Muhammadiyah Banjar,331
STAI Al-Washliyah Banda Aceh,331
STAI Al-Washliyah Banda Aceh,331
Universitas Insan Cita Indonesia,331
STP Dian Mandala Gunung Sitoli Nias Keuskupan Sibolga,330
Politeknik Bintan Cakrawala,330
Sekolah Tinggi Ilmu Ekonomi Swasta Mandiri,330
Institut Agama Islam Ngawi Jawa Timur,330
"STAI Darul Ulum Kandangan, Kalimantan Selatan",329
Sekolah Tinggi Agama Islam Al Mujtama Pamekasan,329
Sekolah Tinggi Ilmu Pertanian Farming,328
STKIP YDB Lubuk Alung,328
STID Al-Hadid Surabaya,327
STAI Darussalam Nganjuk,326
ASM Marsudirini Santa Maria,326
STMIK Surya Intan,325
Institut Agama Islam Faqih Asy'ari Kediri,324
Institut Teknologi dan Bisnis Bina Sriwijaya Palembang,322
Institut Agama Islam (IAI) Bani Fattah Jombang,322
Institut Agama Islam Almuslim Aceh,322
Politeknik Mandiri Bina Prestasi,320
Badan Penelitian dan Pengembangan Kab. Kutai Timur,320
Universitas Kristen Palangka Raya,319
Institut Pertanian (Intan) Yogyakarta,317
Sekolah Tinggi Ilmu Ekonomi Cendekia Karya Utama,315
Akademi Komunikasi Media Radio Dan TV Jakarta,315
Sekolah Tinggi Ilmu Hukum Awang Long,315
Badan Perencanaan Pembangunan Nasional,315
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Pangeran Antasari,314
STIMIK Bina Bangsa,313
STAI Muhammadiyah Tulungagung,309
STAI Darul Qur`an Payakumbuh,309
Universitas Surya,309
Sekolah Tinggi Ilmu Ekonomi Al-Anwar,309
Balitbang Prov,308
Universitas Riau Indonesia,308
"STAI Al-Aqidah Al-Hasyimiyah Jakarta, Jakarta Timur",308
Sekolah Tinggi Pastoral St. Petrus  Keuskupan Atambua,307
STIT Bustanul `Ulum Lampung Tengah,306
STID Mustafa Ibrahim Al-Ishlahuddiny Kediri Lombok Barat NTB,306
Institut Tarumanagara,306
Universitas Islam Labuhan Batu,304
Sekolah Tinggi Pastoral St. Petrus  Keuskupan Atambua,307
STIT Bustanul `Ulum Lampung Tengah,306
STID Mustafa Ibrahim Al-Ishlahuddiny Kediri Lombok Barat NTB,306
Institut Tarumanagara,306
STMIK Bandung,304
Institut Agama Islam Abdullah Said Batam,303
STAI Ibnu Sina Batam,303
STIT Al-Washliyah Binjai,303
INSTITUT TEKNOLOGI PERTANIAN TAKALAR,302
STMIK Indo Daya Suvana,302
Akademi Komunitas Kelautan dan Perikanan Wakatobi,300
Sekolah Tinggi Ilmu Kesehatan Harapan Bangsa Jember,299
Sekolah Tinggi Ilmu Hukum Caritas Papua,299
"STAI Al-Furqan Makassar, Sulawesi Selatan",299
STAI Taswirul Afkar Surabaya,299
Institut Teknologi Bisnis dan Kesehatan Muhammadiyah Tulungagung,298
STAI Persis Garut,298
Sekolah Tinggi Ilmu Ekonomi Sulawesi Utara,298
Sekolah Tinggi Ilmu Ekonomi Indocakti,298
Sekolah Tinggi Pertanian Kewirausahaan Banau,298
STAI Persis Garut,298
Sekolah Tinggi Ilmu Ekonomi Sulawesi Utara,298
Sekolah Tinggi Ilmu Ekonomi Indocakti,298
Sekolah Tinggi Ilmu Ekonomi Bentara Persada Batam,298
Sekolah Tinggi Pertanian Kewirausahaan Banau,298
Sekolah Tinggi Perikanan Dan Kelautan Palu,297
Sekolah Tinggi Manajemen Informatika dan Komputer Al Muslim,297
STIPAR Ende,297
Akademi Farmasi Prayoga Padang,297
STAI Syaichona Moh. Cholil Bangkalan,297
Akademi Manajemen Informatika Dan Komputer Polibisnis,297
STKIP Majenang,296
Akademi Manajemen Informatika Dan Komputer Kosgoro,295
Ikatan Ilmuwan Internasional Jepang,295
Institut Alif Muhammad Imam Syafi'i,294
Akademi Kebidanan Sakinah,292
Politeknik Perdamaian Halmahera,292
Institut Teknologi dan Kesehatan Ika Bina,292
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Kumala Lampung,292
Universitas Islam Sumatera Barat,291
--disable--Sekolah Tinggi Ilmu Kesehatan Syedza Saintika,288
STAI PTIQ Kota Banda Aceh,288
Sekolah Tinggi Ilmu Ekonomi Widya Dharma Pontianak,288
Institut Teknologi Dan Bisnis Muhammadiyah Grobogan,288
Politeknik Triguna Tasikmalaya,286
STIT Madina Sragen,286
Politeknik Kesehatan Bhakti Pertiwi Husada,286
Universitas Karyadarma Kupang,285
Institut Kariman Wirayudha Sumenep Madura,285
Sekolah Tinggi Teologi Kristus Alfa Omega,285
Politeknik Kesehatan Bhakti Pertiwi Husada,286
Universitas Karyadarma Kupang,285
Institut Kariman Wirayudha Sumenep Madura,285
Sekolah Tinggi Teologi Kristus Alfa Omega,285
STAI Rokan,285
STIKES Faathir Husada,285
Sekolah Tinggi Teologi Paulus Medan,285
Institut Agama Islam Cirebon,284
"STAI Al-Mas`udiyah, Sukabumi",284
Institut Injil Indonesia,283
Sekolah Tinggi Agama Islam Sumbawa,283
Institut Teknologi dan Kesehatan Tri Tunas Nasional,283
Sekolah Tinggi Ilmu Kesehatan Bogor Husada,282
STEI Hamzar Lombok Timur,280
"Institut Penelitian Matematika, Komputer, Keperawatan, Pendidikan, dan Ekonomi",280
STKIP PGRI Metro,279
"STIT Ibnu Rusyd Grogot Paser, Kalimantan Timur",278
Sekolah Tinggi Ilmu Ekonomi Al-Washliyah,277
Politeknik Kesehatan Kesuma Bangsa,277
STIS Al-Hilal Sigli Kab. Pidie,277
